system:index,AFG,BGR,LTR,PFG,SHR,TRE,Total,latitude,longitude
452,7,32,14,13,13,6,85,38.28615249340981,-109.3640019
453,7,33,14,11,14,7,86,38.28615249340981,-109.3637324
454,6,29,15,7,12,15,84,38.28615249340981,-109.3634629
455,4,24,15,4,8,23,78,38.28615249340981,-109.3631934
456,3,25,16,1,7,28,80,38.28615249340981,-109.3629239
457,3,27,15,5,8,22,80,38.28615249340981,-109.3626544
458,1,27,11,6,12,12,69,38.28615249340981,-109.3623849
459,1,29,11,6,12,12,71,38.28615249340981,-109.3621154
460,0,30,12,5,13,14,74,38.28615249340981,-109.3618459
461,1,26,14,3,5,23,72,38.28615249340981,-109.3615764
462,0,23,14,3,5,22,67,38.28615249340981,-109.3613069
463,1,23,14,4,6,22,70,38.28615249340981,-109.3610374
464,0,23,15,4,6,24,72,38.28615249340981,-109.3607679
465,0,23,18,4,6,28,79,38.28615249340981,-109.3604984
466,1,24,17,5,8,28,83,38.28615249340981,-109.360229
467,1,23,16,6,9,27,82,38.28615249340981,-109.3599595
468,0,25,17,4,7,29,82,38.28615249340981,-109.35969
469,1,26,18,4,7,27,83,38.28615249340981,-109.3594205
470,1,25,18,6,9,25,84,38.28615249340981,-109.359151
471,1,24,19,6,9,27,86,38.28615249340981,-109.3588815
472,0,24,18,4,6,28,80,38.28615249340981,-109.358612
473,0,23,16,3,5,26,73,38.28615249340981,-109.3583425
474,0,22,16,4,5,24,71,38.28615249340981,-109.358073
475,0,20,16,3,5,25,69,38.28615249340981,-109.3578035
476,0,21,16,1,3,26,67,38.28615249340981,-109.357534
477,0,19,18,2,4,31,74,38.28615249340981,-109.3572645
478,13,30,14,15,11,5,88,38.285882998824576,-109.3693918
479,14,29,14,17,10,4,88,38.285882998824576,-109.3691223
480,15,27,15,18,9,5,89,38.285882998824576,-109.3688528
481,13,26,15,19,9,6,88,38.285882998824576,-109.3685833
482,13,25,15,20,9,6,88,38.285882998824576,-109.3683138
483,14,26,15,19,9,7,90,38.285882998824576,-109.3680443
484,13,28,14,17,8,8,88,38.285882998824576,-109.3677748
485,13,28,14,18,8,6,87,38.285882998824576,-109.3675053
486,10,29,14,17,9,8,87,38.285882998824576,-109.3672358
487,9,31,15,12,11,9,87,38.285882998824576,-109.3669663
488,7,31,15,9,12,11,85,38.285882998824576,-109.3666968
489,7,31,15,9,12,12,86,38.285882998824576,-109.3664273
490,10,24,16,16,10,12,88,38.285882998824576,-109.3661578
491,24,15,10,30,10,4,93,38.285882998824576,-109.3658883
492,35,10,9,30,9,2,95,38.285882998824576,-109.3656188
493,35,12,9,27,8,2,93,38.285882998824576,-109.3653493
494,41,14,9,22,6,2,94,38.285882998824576,-109.3650799
495,39,13,9,26,4,1,92,38.285882998824576,-109.3648104
496,36,14,9,29,6,1,95,38.285882998824576,-109.3645409
497,28,18,10,26,7,3,92,38.285882998824576,-109.3642714
498,13,28,14,13,10,8,86,38.285882998824576,-109.3640019
499,11,25,13,12,11,8,80,38.285882998824576,-109.3637324
500,13,23,14,14,10,11,85,38.285882998824576,-109.3634629
501,8,22,15,10,10,19,84,38.285882998824576,-109.3631934
502,5,22,15,7,5,27,81,38.285882998824576,-109.3629239
503,5,24,14,11,4,20,78,38.285882998824576,-109.3626544
504,2,29,11,7,13,11,73,38.285882998824576,-109.3623849
505,3,28,10,5,13,12,71,38.285882998824576,-109.3621154
506,2,25,11,4,12,13,67,38.285882998824576,-109.3618459
507,2,24,12,4,8,18,68,38.285882998824576,-109.3615764
508,1,25,12,4,7,18,67,38.285882998824576,-109.3613069
509,2,25,13,4,6,19,69,38.285882998824576,-109.3610374
510,2,20,14,5,5,22,68,38.285882998824576,-109.3607679
511,1,19,15,5,6,24,70,38.285882998824576,-109.3604984
512,0,25,16,7,9,25,82,38.285882998824576,-109.360229
513,1,25,17,5,7,28,83,38.285882998824576,-109.3599595
514,0,25,16,4,5,27,77,38.285882998824576,-109.35969
515,0,25,15,4,6,24,74,38.285882998824576,-109.3594205
516,0,25,14,5,7,21,72,38.285882998824576,-109.359151
517,1,31,16,7,7,21,83,38.285882998824576,-109.3588815
518,0,28,15,2,5,26,76,38.285882998824576,-109.358612
519,0,25,16,2,4,28,75,38.285882998824576,-109.3583425
520,0,24,17,3,4,29,77,38.285882998824576,-109.358073
521,0,26,19,3,7,28,83,38.285882998824576,-109.3578035
522,1,27,17,4,6,24,79,38.285882998824576,-109.357534
523,1,31,17,6,7,20,82,38.285882998824576,-109.3572645
524,0,23,16,2,5,26,72,38.285882998824576,-109.356995
525,1,23,18,2,7,28,79,38.285882998824576,-109.3567255
526,12,29,15,14,10,7,87,38.285613504239336,-109.3693918
527,13,28,14,17,9,6,87,38.285613504239336,-109.3691223
528,14,25,13,24,6,5,87,38.285613504239336,-109.3688528
529,14,23,13,26,6,6,88,38.285613504239336,-109.3685833
530,13,24,14,22,7,8,88,38.285613504239336,-109.3683138
531,11,26,15,17,9,8,86,38.285613504239336,-109.3680443
532,12,27,14,14,9,8,84,38.285613504239336,-109.3677748
533,14,28,14,16,10,5,87,38.285613504239336,-109.3675053
534,13,29,14,17,9,6,88,38.285613504239336,-109.3672358
535,11,30,15,12,11,9,88,38.285613504239336,-109.3669663
536,9,29,15,10,11,11,85,38.285613504239336,-109.3666968
537,10,27,17,13,10,11,88,38.285613504239336,-109.3664273
538,13,22,15,20,9,10,89,38.285613504239336,-109.3661578
539,17,18,13,26,9,9,92,38.285613504239336,-109.3658883
540,24,14,11,28,10,5,92,38.285613504239336,-109.3656188
541,32,11,9,32,9,2,95,38.285613504239336,-109.3653493
542,40,13,10,22,7,2,94,38.285613504239336,-109.3650799
543,39,13,9,22,6,2,91,38.285613504239336,-109.3648104
544,39,12,9,24,6,1,91,38.285613504239336,-109.3645409
545,37,12,9,28,6,1,93,38.285613504239336,-109.3642714
546,32,14,10,29,8,1,94,38.285613504239336,-109.3640019
547,26,15,10,30,9,2,92,38.285613504239336,-109.3637324
548,24,14,10,31,12,3,94,38.285613504239336,-109.3634629
549,16,15,12,19,11,16,89,38.285613504239336,-109.3631934
550,5,16,15,5,5,26,72,38.285613504239336,-109.3629239
551,1,16,13,3,5,20,58,38.285613504239336,-109.3626544
552,3,20,10,8,12,8,61,38.285613504239336,-109.3623849
553,4,21,9,8,10,8,60,38.285613504239336,-109.3621154
554,6,21,10,5,9,10,61,38.285613504239336,-109.3618459
555,6,25,10,2,5,12,60,38.285613504239336,-109.3615764
556,4,23,11,1,4,15,58,38.285613504239336,-109.3613069
557,3,24,11,5,9,12,64,38.285613504239336,-109.3610374
558,4,22,11,8,10,12,67,38.285613504239336,-109.3607679
559,3,21,13,8,10,13,68,38.285613504239336,-109.3604984
560,1,23,14,6,6,22,72,38.285613504239336,-109.360229
561,1,28,15,6,7,21,78,38.285613504239336,-109.3599595
562,2,28,15,6,11,16,78,38.285613504239336,-109.35969
563,3,29,15,9,12,12,80,38.285613504239336,-109.3594205
564,3,30,15,9,11,13,81,38.285613504239336,-109.359151
565,3,29,14,9,11,11,77,38.285613504239336,-109.3588815
566,2,31,14,6,11,11,75,38.285613504239336,-109.358612
567,0,31,14,3,7,17,72,38.285613504239336,-109.3583425
568,0,32,15,5,6,20,78,38.285613504239336,-109.358073
569,1,28,18,5,5,25,82,38.285613504239336,-109.3578035
570,0,27,17,4,7,25,80,38.285613504239336,-109.357534
571,0,27,17,3,6,25,78,38.285613504239336,-109.3572645
572,1,24,16,2,5,22,70,38.285613504239336,-109.356995
573,2,30,14,3,8,17,74,38.285613504239336,-109.3567255
574,2,27,15,2,6,20,72,38.285613504239336,-109.356456
575,6,21,17,5,13,24,86,38.285613504239336,-109.3561865
576,2,33,11,0,9,17,72,38.28534401,-109.4208652
577,1,32,10,0,9,16,68,38.28534401,-109.4205957
578,1,29,11,0,8,18,67,38.28534401,-109.4203262
579,1,30,12,0,9,20,72,38.28534401,-109.4200568
580,1,31,12,0,9,19,72,38.28534401,-109.4197873
581,2,31,12,0,9,19,73,38.28534401,-109.4195178
582,2,32,12,1,8,20,75,38.28534401,-109.4192483
583,1,38,11,0,9,17,76,38.28534401,-109.4189788
584,1,38,11,0,9,17,76,38.28534401,-109.4187093
585,2,39,11,0,10,16,78,38.28534401,-109.4184398
586,1,40,11,0,10,15,77,38.28534401,-109.4181703
587,2,32,11,0,8,18,71,38.28534401,-109.4179008
588,2,32,11,0,8,17,70,38.28534401,-109.4176313
589,2,34,11,0,8,17,72,38.28534401,-109.4173618
590,2,34,11,0,8,17,72,38.28534401,-109.4170923
591,1,33,11,0,9,17,71,38.28534401,-109.4168228
592,0,38,10,0,12,11,71,38.28534401,-109.4165533
593,1,34,10,0,10,12,67,38.28534401,-109.4162838
594,1,28,11,0,10,15,65,38.28534401,-109.4160143
595,1,28,11,0,7,18,65,38.28534401,-109.4157448
596,1,34,10,0,9,16,70,38.28534401,-109.4154753
597,2,37,11,0,13,13,76,38.28534401,-109.4152058
598,2,31,12,1,10,17,73,38.28534401,-109.4149364
599,2,28,12,2,8,19,71,38.28534401,-109.4146669
600,2,36,13,2,12,14,79,38.28534401,-109.4143974
601,2,39,12,3,14,11,81,38.28534401,-109.4141279
602,2,40,12,1,13,12,80,38.28534401,-109.4138584
603,1,37,11,0,10,15,74,38.28534401,-109.4135889
604,2,35,11,0,9,16,73,38.28534401,-109.4133194
605,1,37,10,0,10,15,73,38.28534401,-109.4130499
606,2,39,10,0,11,12,74,38.28534401,-109.4127804
607,1,39,10,0,11,13,74,38.28534401,-109.4125109
608,1,38,11,0,11,14,75,38.28534401,-109.4122414
609,1,39,11,0,11,14,76,38.28534401,-109.4119719
610,2,32,11,0,9,17,71,38.28534401,-109.4117024
611,1,33,11,0,8,17,70,38.28534401,-109.4114329
612,1,31,12,0,10,16,70,38.28534401,-109.4111634
613,1,30,12,0,8,18,69,38.28534401,-109.4108939
614,1,28,11,0,7,19,66,38.28534401,-109.4106244
615,1,28,13,0,6,23,71,38.28534401,-109.4103549
616,1,26,14,0,6,22,69,38.28534401,-109.4100855
617,1,24,13,1,7,19,65,38.28534401,-109.409816
618,1,24,12,1,7,18,63,38.28534401,-109.4095465
619,2,31,12,0,9,17,71,38.28534401,-109.409277
620,1,35,9,0,9,14,68,38.28534401,-109.4090075
621,1,38,9,0,10,11,69,38.28534401,-109.408738
622,1,36,10,1,11,11,70,38.28534401,-109.4084685
623,1,34,10,1,11,12,69,38.28534401,-109.408199
624,2,35,10,2,12,9,70,38.28534401,-109.4079295
625,3,39,11,5,13,6,77,38.28534401,-109.40766
626,4,40,12,6,14,5,81,38.28534401,-109.4073905
627,5,39,12,7,14,4,81,38.28534401,-109.407121
628,5,39,12,8,15,3,82,38.28534401,-109.4068515
629,6,32,14,11,18,6,87,38.28534401,-109.3877174
630,5,36,14,3,17,11,86,38.28534401,-109.3874479
631,4,38,14,2,16,12,86,38.28534401,-109.3871784
632,4,37,15,3,14,13,86,38.28534401,-109.3869089
633,5,34,16,4,12,15,86,38.28534401,-109.3866394
634,5,30,17,5,12,16,85,38.28534401,-109.3863699
635,5,31,17,2,10,21,86,38.28534401,-109.3861004
636,5,28,17,1,8,25,84,38.28534401,-109.3858309
637,3,29,17,0,8,26,83,38.28534401,-109.3855614
638,4,34,16,1,12,19,86,38.28534401,-109.3852919
639,7,28,16,11,14,9,85,38.28534401,-109.3850225
640,5,28,15,11,15,8,82,38.28534401,-109.384753
641,3,30,15,9,15,11,83,38.28534401,-109.3844835
642,3,32,14,7,15,11,82,38.28534401,-109.384214
643,3,31,15,6,16,13,84,38.28534401,-109.3839445
644,5,27,14,11,16,9,82,38.28534401,-109.383675
645,7,23,14,17,15,5,81,38.28534401,-109.3834055
646,7,23,13,19,15,5,82,38.28534401,-109.383136
647,4,26,14,15,16,7,82,38.28534401,-109.3828665
648,5,29,15,11,16,9,85,38.28534401,-109.382597
649,7,31,15,10,15,9,87,38.28534401,-109.3823275
650,6,33,14,8,15,9,85,38.28534401,-109.382058
651,6,35,14,6,17,9,87,38.28534401,-109.3817885
652,8,35,13,8,15,6,85,38.28534401,-109.381519
653,6,35,13,8,14,7,83,38.28534401,-109.3812495
654,7,31,14,8,13,11,84,38.28534401,-109.38098
655,8,27,15,8,11,15,84,38.28534401,-109.3807105
656,6,26,16,6,12,18,84,38.28534401,-109.380441
657,5,29,15,8,15,13,85,38.28534401,-109.3801716
658,5,30,15,8,16,12,86,38.28534401,-109.3799021
659,5,31,15,9,16,10,86,38.28534401,-109.3796326
660,6,31,14,11,16,7,85,38.28534401,-109.3793631
661,6,31,14,12,16,6,85,38.28534401,-109.3790936
662,8,31,14,11,15,7,86,38.28534401,-109.3788241
663,7,33,14,10,16,7,87,38.28534401,-109.3785546
664,6,35,14,8,17,7,87,38.28534401,-109.3782851
665,7,34,14,8,17,6,86,38.28534401,-109.3780156
666,7,33,14,12,17,5,88,38.28534401,-109.3777461
667,6,33,13,11,18,5,86,38.28534401,-109.3774766
668,7,34,13,11,18,4,87,38.28534401,-109.3772071
669,6,34,13,11,18,4,86,38.28534401,-109.3769376
670,6,34,13,11,18,4,86,38.28534401,-109.3766681
671,6,35,13,10,18,4,86,38.28534401,-109.3763986
672,6,35,13,10,19,3,86,38.28534401,-109.3761291
673,6,36,12,9,20,3,86,38.28534401,-109.3758596
674,5,36,12,9,21,3,86,38.28534401,-109.3755901
675,5,36,12,10,21,2,86,38.28534401,-109.3753206
676,4,37,12,10,21,2,86,38.28534401,-109.3750512
677,4,36,12,13,20,3,88,38.28534401,-109.3747817
678,4,29,11,21,16,3,84,38.28534401,-109.3745122
679,4,23,10,19,16,3,75,38.28534401,-109.3742427
680,4,25,10,23,17,2,81,38.28534401,-109.3739732
681,4,32,12,18,15,4,85,38.28534401,-109.3737037
682,5,34,12,13,17,4,85,38.28534401,-109.3734342
683,5,32,13,15,17,5,87,38.28534401,-109.3731647
684,5,29,13,16,17,6,86,38.28534401,-109.3728952
685,5,28,13,19,15,6,86,38.28534401,-109.3726257
686,10,29,12,20,12,5,88,38.28534401,-109.3723562
687,12,31,12,19,10,5,89,38.28534401,-109.3720867
688,10,32,12,17,10,5,86,38.28534401,-109.3718172
689,8,31,13,15,10,6,83,38.28534401,-109.3715477
690,8,31,13,14,10,5,81,38.28534401,-109.3712782
691,9,31,13,15,11,5,84,38.28534401,-109.3710087
692,10,31,13,16,11,4,85,38.28534401,-109.3707392
693,11,31,13,17,10,4,86,38.28534401,-109.3704697
694,15,29,14,17,10,3,88,38.28534401,-109.3702003
695,14,29,14,15,12,5,89,38.28534401,-109.3699308
696,11,28,15,11,10,10,85,38.28534401,-109.3696613
697,11,28,15,11,10,11,86,38.28534401,-109.3693918
698,12,27,15,16,8,9,87,38.28534401,-109.3691223
699,12,24,14,22,6,9,87,38.28534401,-109.3688528
700,15,22,12,26,7,7,89,38.28534401,-109.3685833
701,9,24,13,18,11,11,86,38.28534401,-109.3683138
702,3,26,17,9,11,20,86,38.28534401,-109.3680443
703,6,26,16,13,9,16,86,38.28534401,-109.3677748
704,9,26,15,17,8,10,85,38.28534401,-109.3675053
705,10,27,15,15,10,10,87,38.28534401,-109.3672358
706,12,26,15,13,10,10,86,38.28534401,-109.3669663
707,13,22,16,16,9,10,86,38.28534401,-109.3666968
708,15,19,14,24,8,8,88,38.28534401,-109.3664273
709,13,19,15,22,9,12,90,38.28534401,-109.3661578
710,11,19,16,20,10,15,91,38.28534401,-109.3658883
711,12,18,15,19,10,17,91,38.28534401,-109.3656188
712,20,15,11,26,11,11,94,38.28534401,-109.3653493
713,35,12,9,24,10,3,93,38.28534401,-109.3650799
714,38,12,9,24,7,2,92,38.28534401,-109.3648104
715,40,13,9,23,6,2,93,38.28534401,-109.3645409
716,38,11,9,26,8,2,94,38.28534401,-109.3642714
717,36,9,9,32,7,2,95,38.28534401,-109.3640019
718,30,11,9,33,10,2,95,38.28534401,-109.3637324
719,24,12,9,33,11,4,93,38.28534401,-109.3634629
720,16,15,11,23,12,12,89,38.28534401,-109.3631934
721,4,17,15,8,8,25,77,38.28534401,-109.3629239
722,1,16,14,4,5,22,62,38.28534401,-109.3626544
723,1,26,11,4,10,11,63,38.28534401,-109.3623849
724,2,28,8,4,10,8,60,38.28534401,-109.3621154
725,3,28,7,5,9,7,59,38.28534401,-109.3618459
726,4,29,7,5,7,7,59,38.28534401,-109.3615764
727,3,23,8,6,7,8,55,38.28534401,-109.3613069
728,3,21,8,6,7,8,53,38.28534401,-109.3610374
729,5,22,8,6,8,8,57,38.28534401,-109.3607679
730,4,22,10,6,11,9,62,38.28534401,-109.3604984
731,4,24,12,9,12,12,73,38.28534401,-109.360229
732,2,25,12,9,13,10,71,38.28534401,-109.3599595
733,2,28,11,6,15,10,72,38.28534401,-109.35969
734,2,28,15,6,12,15,78,38.28534401,-109.3594205
735,2,28,17,6,7,20,80,38.28534401,-109.359151
736,0,28,15,5,9,16,73,38.28534401,-109.3588815
737,2,32,15,2,9,17,77,38.28534401,-109.358612
738,3,31,15,2,7,17,75,38.28534401,-109.3583425
739,1,30,14,3,7,17,72,38.28534401,-109.358073
740,0,28,13,5,7,15,68,38.28534401,-109.3578035
741,1,27,13,4,8,15,68,38.28534401,-109.357534
742,0,21,16,1,3,26,67,38.28534401,-109.3572645
743,3,22,17,4,4,20,70,38.28534401,-109.356995
744,5,26,17,5,5,15,73,38.28534401,-109.3567255
745,3,22,17,7,5,19,73,38.28534401,-109.356456
746,11,18,15,11,16,14,85,38.28534401,-109.3561865
747,9,14,12,19,25,11,90,38.28534401,-109.355917
748,5,11,13,28,25,10,92,38.28534401,-109.3556475
749,2,31,13,1,7,20,74,38.285074515068864,-109.4214042
750,2,32,12,0,9,19,74,38.285074515068864,-109.4211347
751,2,31,12,0,9,19,73,38.285074515068864,-109.4208652
752,1,29,12,0,8,21,71,38.285074515068864,-109.4205957
753,1,29,14,0,6,24,74,38.285074515068864,-109.4203262
754,1,29,14,0,6,24,74,38.285074515068864,-109.4200568
755,1,29,14,0,6,24,74,38.285074515068864,-109.4197873
756,1,29,14,0,7,24,75,38.285074515068864,-109.4195178
757,1,29,13,0,7,23,73,38.285074515068864,-109.4192483
758,1,31,13,0,7,21,73,38.285074515068864,-109.4189788
759,1,32,12,0,8,20,73,38.285074515068864,-109.4187093
760,1,34,11,0,9,18,73,38.285074515068864,-109.4184398
761,1,36,10,0,9,16,72,38.285074515068864,-109.4181703
762,1,34,10,0,7,17,69,38.285074515068864,-109.4179008
763,1,36,9,0,9,14,69,38.285074515068864,-109.4176313
764,1,37,9,0,10,13,70,38.285074515068864,-109.4173618
765,1,38,9,0,9,13,70,38.285074515068864,-109.4170923
766,1,40,9,0,10,11,71,38.285074515068864,-109.4168228
767,0,44,9,0,14,6,73,38.285074515068864,-109.4165533
768,2,36,10,0,13,9,70,38.285074515068864,-109.4162838
769,1,30,11,0,12,13,67,38.285074515068864,-109.4160143
770,1,30,11,0,7,18,67,38.285074515068864,-109.4157448
771,1,34,10,0,9,16,70,38.285074515068864,-109.4154753
772,1,34,11,0,10,15,71,38.285074515068864,-109.4152058
773,1,32,10,0,7,17,67,38.285074515068864,-109.4149364
774,2,32,10,0,7,18,69,38.285074515068864,-109.4146669
775,1,33,10,0,9,15,68,38.285074515068864,-109.4143974
776,1,36,11,1,13,10,72,38.285074515068864,-109.4141279
777,1,36,11,0,11,12,71,38.285074515068864,-109.4138584
778,2,35,11,0,10,14,72,38.285074515068864,-109.4135889
779,2,33,11,0,9,15,70,38.285074515068864,-109.4133194
780,1,36,10,0,10,14,71,38.285074515068864,-109.4130499
781,2,37,9,0,8,13,69,38.285074515068864,-109.4127804
782,1,36,9,0,9,14,69,38.285074515068864,-109.4125109
783,1,34,10,0,9,15,69,38.285074515068864,-109.4122414
784,1,36,11,0,11,14,73,38.285074515068864,-109.4119719
785,2,38,11,0,11,15,77,38.285074515068864,-109.4117024
786,1,35,12,0,10,18,76,38.285074515068864,-109.4114329
787,1,31,12,0,7,23,74,38.285074515068864,-109.4111634
788,0,32,13,0,6,25,76,38.285074515068864,-109.4108939
789,0,32,13,0,7,24,76,38.285074515068864,-109.4106244
790,0,29,14,0,7,25,75,38.285074515068864,-109.4103549
791,1,28,14,2,7,22,74,38.285074515068864,-109.4100855
792,2,25,14,1,6,22,70,38.285074515068864,-109.409816
793,2,25,14,0,4,23,68,38.285074515068864,-109.4095465
794,1,26,13,0,5,22,67,38.285074515068864,-109.409277
795,2,30,11,0,7,17,67,38.285074515068864,-109.4090075
796,1,34,10,0,10,14,69,38.285074515068864,-109.408738
797,1,36,9,0,10,13,69,38.285074515068864,-109.4084685
798,1,38,11,0,12,12,74,38.285074515068864,-109.408199
799,3,39,12,3,12,9,78,38.285074515068864,-109.4079295
800,3,41,11,5,13,6,79,38.285074515068864,-109.40766
801,3,38,11,5,13,7,77,38.285074515068864,-109.4073905
802,3,37,12,6,14,5,77,38.285074515068864,-109.407121
803,7,36,13,9,15,3,83,38.285074515068864,-109.4068515
804,6,27,14,16,14,7,84,38.285074515068864,-109.3877174
805,6,30,14,10,14,9,83,38.285074515068864,-109.3874479
806,5,36,14,3,14,11,83,38.285074515068864,-109.3871784
807,5,38,13,1,13,11,81,38.285074515068864,-109.3869089
808,6,33,14,4,12,12,81,38.285074515068864,-109.3866394
809,5,30,18,3,9,20,85,38.285074515068864,-109.3863699
810,5,28,18,0,8,26,85,38.285074515068864,-109.3861004
811,4,26,19,0,6,28,83,38.285074515068864,-109.3858309
812,4,28,17,0,6,26,81,38.285074515068864,-109.3855614
813,5,29,16,4,11,18,83,38.285074515068864,-109.3852919
814,7,25,15,11,14,9,81,38.285074515068864,-109.3850225
815,7,25,15,11,15,8,81,38.285074515068864,-109.384753
816,6,29,14,9,14,9,81,38.285074515068864,-109.3844835
817,5,33,14,7,15,10,84,38.285074515068864,-109.384214
818,4,32,14,7,16,10,83,38.285074515068864,-109.3839445
819,7,25,13,16,15,6,82,38.285074515068864,-109.383675
820,9,21,13,23,14,4,84,38.285074515068864,-109.3834055
821,9,21,13,21,15,4,83,38.285074515068864,-109.383136
822,6,27,13,12,16,5,79,38.285074515068864,-109.3828665
823,5,31,15,8,15,10,84,38.285074515068864,-109.382597
824,6,36,14,6,16,8,86,38.285074515068864,-109.3823275
825,6,38,14,4,15,9,86,38.285074515068864,-109.382058
826,6,38,13,5,16,8,86,38.285074515068864,-109.3817885
827,10,31,13,11,17,4,86,38.285074515068864,-109.381519
828,12,28,13,11,14,7,85,38.285074515068864,-109.3812495
829,7,27,14,9,12,14,83,38.285074515068864,-109.38098
830,4,28,16,6,12,18,84,38.285074515068864,-109.3807105
831,5,29,15,6,14,16,85,38.285074515068864,-109.380441
832,6,31,14,8,16,10,85,38.285074515068864,-109.3801716
833,5,32,14,9,16,8,84,38.285074515068864,-109.3799021
834,6,31,14,11,16,7,85,38.285074515068864,-109.3796326
835,7,30,14,13,15,6,85,38.285074515068864,-109.3793631
836,8,30,14,13,15,5,85,38.285074515068864,-109.3790936
837,7,31,14,12,16,6,86,38.285074515068864,-109.3788241
